index,hit@1,hit@3,lon,lat,probabilities
1198,1,1,22.51615648,44.70563946,"[[0.0572509765625, 0.136962890625, 0.1279296875, 0.1029052734375, 0.08673095703125, 0.048919677734375, 0.036895751953125, 0.2156982421875, 0.1468505859375, 0.039947509765625]]"
1199,1,1,22.56340944,49.75084705,"[[0.080810546875, 0.1669921875, 0.0848388671875, 0.11688232421875, 0.07794189453125, 0.06817626953125, 0.051422119140625, 0.2252197265625, 0.07989501953125, 0.0478515625]]"
1200,1,1,-1.641349848,53.4340242,"[[0.18408203125, 0.0872802734375, 0.03680419921875, 0.059112548828125, 0.07421875, 0.305419921875, 0.06787109375, 0.060791015625, 0.046630859375, 0.077880859375]]"
1201,-1,1,-20.94097692,63.86624233,"[[0.1759033203125, 0.14990234375, 0.039764404296875, 0.09228515625, 0.0816650390625, 0.18115234375, 0.07208251953125, 0.09588623046875, 0.038330078125, 0.07305908203125]]"
1202,1,1,-1.683801961,38.97888593,"[[0.1685791015625, 0.07122802734375, 0.046295166015625, 0.2022705078125, 0.078125, 0.1826171875, 0.057464599609375, 0.06988525390625, 0.063232421875, 0.06024169921875]]"
1203,1,1,-3.550863977,55.50342709,"[[0.05889892578125, 0.07879638671875, 0.11273193359375, 0.2666015625, 0.07647705078125, 0.053863525390625, 0.06304931640625, 0.1104736328125, 0.1292724609375, 0.049896240234375]]"
1204,-1,1,24.93546642,35.26432985,"[[0.1710205078125, 0.134033203125, 0.0556640625, 0.051788330078125, 0.12115478515625, 0.1881103515625, 0.042877197265625, 0.0947265625, 0.066650390625, 0.0738525390625]]"
1205,-1,1,32.74800115,34.78193105,"[[0.08416748046875, 0.042694091796875, 0.0740966796875, 0.1396484375, 0.08056640625, 0.09381103515625, 0.1929931640625, 0.040191650390625, 0.07470703125, 0.1771240234375]]"
1206,1,1,-4.378205249,36.7878734,"[[0.046722412109375, 0.07525634765625, 0.2132568359375, 0.05706787109375, 0.137939453125, 0.047027587890625, 0.0635986328125, 0.0838623046875, 0.1817626953125, 0.0936279296875]]"
1207,1,1,5.698580104,43.30063129,"[[0.07757568359375, 0.07763671875, 0.07745361328125, 0.04656982421875, 0.1051025390625, 0.07550048828125, 0.17431640625, 0.05767822265625, 0.06317138671875, 0.2449951171875]]"
1208,1,1,-4.893654894,36.54975094,"[[0.0955810546875, 0.08685302734375, 0.0704345703125, 0.274658203125, 0.0804443359375, 0.0953369140625, 0.05810546875, 0.10101318359375, 0.08660888671875, 0.05108642578125]]"
1209,1,1,-3.541133251,55.54434829,"[[0.0692138671875, 0.0625, 0.06353759765625, 0.0687255859375, 0.054931640625, 0.07415771484375, 0.337646484375, 0.046875, 0.04833984375, 0.174072265625]]"
1210,1,1,-20.84419433,63.98670702,"[[0.160888671875, 0.07513427734375, 0.0438232421875, 0.058746337890625, 0.081298828125, 0.29736328125, 0.07379150390625, 0.05999755859375, 0.05609130859375, 0.09283447265625]]"
1211,1,1,-1.821544026,53.39400828,"[[0.12646484375, 0.08428955078125, 0.057098388671875, 0.26416015625, 0.07135009765625, 0.11444091796875, 0.06378173828125, 0.09100341796875, 0.0711669921875, 0.05621337890625]]"
1212,1,1,24.92001364,35.23249486,"[[0.125, 0.2012939453125, 0.06268310546875, 0.0814208984375, 0.08306884765625, 0.09771728515625, 0.06591796875, 0.160400390625, 0.056121826171875, 0.0662841796875]]"
1213,1,1,-3.244755739,55.8885471,"[[0.039764404296875, 0.07342529296875, 0.2301025390625, 0.06658935546875, 0.1171875, 0.0418701171875, 0.049774169921875, 0.09326171875, 0.2254638671875, 0.0626220703125]]"
1214,1,1,32.82136935,35.09873326,"[[0.1754150390625, 0.07391357421875, 0.0400390625, 0.0631103515625, 0.078369140625, 0.314453125, 0.0635986328125, 0.05804443359375, 0.05474853515625, 0.07830810546875]]"
1215,-1,-1,-2.461864768,54.03750027,"[[0.1661376953125, 0.056365966796875, 0.041900634765625, 0.09967041015625, 0.08837890625, 0.2364501953125, 0.09429931640625, 0.0472412109375, 0.051483154296875, 0.1180419921875]]"
1216,1,1,-0.809588142,39.53447918,"[[0.06512451171875, 0.1787109375, 0.1033935546875, 0.081787109375, 0.09271240234375, 0.05633544921875, 0.041290283203125, 0.2320556640625, 0.102294921875, 0.046295166015625]]"
1217,1,1,-3.461758766,55.78278789,"[[0.06463623046875, 0.06622314453125, 0.11639404296875, 0.2269287109375, 0.11260986328125, 0.06781005859375, 0.048980712890625, 0.08819580078125, 0.153564453125, 0.05462646484375]]"
1218,1,1,-3.643024034,55.32833853,"[[0.035064697265625, 0.06585693359375, 0.2427978515625, 0.07977294921875, 0.10211181640625, 0.03759765625, 0.0574951171875, 0.085205078125, 0.232177734375, 0.061920166015625]]"
1219,-1,1,-0.908761226,39.53935428,"[[0.1947021484375, 0.139892578125, 0.04541015625, 0.050811767578125, 0.09674072265625, 0.206298828125, 0.04876708984375, 0.0968017578125, 0.048858642578125, 0.07171630859375]]"
1220,-1,1,11.10155533,47.21786918,"[[0.1795654296875, 0.170166015625, 0.040130615234375, 0.051544189453125, 0.08172607421875, 0.194091796875, 0.0699462890625, 0.09417724609375, 0.039703369140625, 0.0789794921875]]"
1221,1,1,32.82265489,34.74606694,"[[0.06915283203125, 0.06292724609375, 0.06536865234375, 0.07208251953125, 0.05462646484375, 0.07366943359375, 0.3388671875, 0.049072265625, 0.051177978515625, 0.1630859375]]"
1222,1,1,-20.86894791,63.93498397,"[[0.1298828125, 0.2091064453125, 0.054351806640625, 0.09149169921875, 0.0928955078125, 0.1092529296875, 0.04815673828125, 0.15771484375, 0.05255126953125, 0.054595947265625]]"
1223,-1,1,-3.255033904,55.87100374,"[[0.2022705078125, 0.07220458984375, 0.046539306640625, 0.08587646484375, 0.1051025390625, 0.225830078125, 0.051971435546875, 0.06512451171875, 0.0625, 0.08258056640625]]"
1224,-1,1,23.62360144,38.1313226,"[[0.171630859375, 0.17333984375, 0.04608154296875, 0.055389404296875, 0.09967041015625, 0.172607421875, 0.0455322265625, 0.12115478515625, 0.049407958984375, 0.06512451171875]]"
1225,1,1,-0.633828112,41.59829995,"[[0.1375732421875, 0.195556640625, 0.053558349609375, 0.11077880859375, 0.0916748046875, 0.109619140625, 0.05157470703125, 0.1422119140625, 0.051025390625, 0.056396484375]]"
1226,1,1,-3.428546274,40.0622285,"[[0.039825439453125, 0.0574951171875, 0.20751953125, 0.10968017578125, 0.1043701171875, 0.04180908203125, 0.05023193359375, 0.0819091796875, 0.2493896484375, 0.05780029296875]]"
1227,-1,1,-0.649839427,41.58691897,"[[0.2237548828125, 0.09100341796875, 0.037384033203125, 0.08380126953125, 0.08251953125, 0.2388916015625, 0.05560302734375, 0.068603515625, 0.0455322265625, 0.07293701171875]]"
1228,1,1,-1.014534649,41.90414078,"[[0.11993408203125, 0.121826171875, 0.0772705078125, 0.0467529296875, 0.1676025390625, 0.12274169921875, 0.061553955078125, 0.08404541015625, 0.07769775390625, 0.12042236328125]]"
1229,-1,1,20.96772568,39.40976767,"[[0.0439453125, 0.07464599609375, 0.1881103515625, 0.08050537109375, 0.149658203125, 0.04400634765625, 0.040618896484375, 0.10150146484375, 0.2161865234375, 0.0609130859375]]"
1230,-1,1,-3.721870839,40.53377413,"[[0.1712646484375, 0.1695556640625, 0.041229248046875, 0.05096435546875, 0.08660888671875, 0.205810546875, 0.05694580078125, 0.1026611328125, 0.044036865234375, 0.0709228515625]]"
1231,1,1,-3.571024324,55.47413609,"[[0.05120849609375, 0.058868408203125, 0.1575927734375, 0.0732421875, 0.120849609375, 0.07476806640625, 0.0543212890625, 0.0733642578125, 0.261962890625, 0.07391357421875]]"
1232,1,1,-3.461966101,55.80031001,"[[0.0673828125, 0.060882568359375, 0.066162109375, 0.0718994140625, 0.05450439453125, 0.07171630859375, 0.34228515625, 0.047637939453125, 0.0513916015625, 0.166259765625]]"
1233,-1,1,33.30009775,35.03660909,"[[0.038421630859375, 0.053009033203125, 0.21875, 0.11822509765625, 0.1068115234375, 0.0401611328125, 0.058807373046875, 0.07281494140625, 0.2274169921875, 0.0655517578125]]"
1234,1,1,-0.582568896,41.7785695,"[[0.044097900390625, 0.058502197265625, 0.181884765625, 0.0780029296875, 0.10626220703125, 0.05596923828125, 0.054229736328125, 0.0762939453125, 0.279541015625, 0.065185546875]]"
1235,1,1,24.94201848,35.28787999,"[[0.0711669921875, 0.06488037109375, 0.064453125, 0.073974609375, 0.05499267578125, 0.07598876953125, 0.33447265625, 0.0501708984375, 0.050994873046875, 0.158935546875]]"
1236,1,1,32.77636679,34.79958075,"[[0.188232421875, 0.06793212890625, 0.05059814453125, 0.07415771484375, 0.11199951171875, 0.1763916015625, 0.07904052734375, 0.057098388671875, 0.05718994140625, 0.1373291015625]]"
1237,1,1,6.954908888,44.03278633,"[[0.0692138671875, 0.0643310546875, 0.06488037109375, 0.06695556640625, 0.055084228515625, 0.0743408203125, 0.338134765625, 0.0469970703125, 0.048980712890625, 0.1708984375]]"
1238,-1,1,0.05088768,40.06972013,"[[0.054931640625, 0.048797607421875, 0.09283447265625, 0.1231689453125, 0.0672607421875, 0.0560302734375, 0.26025390625, 0.04656982421875, 0.075439453125, 0.1746826171875]]"
1239,1,1,10.48902793,57.67635655,"[[0.0523681640625, 0.051849365234375, 0.10931396484375, 0.053070068359375, 0.08831787109375, 0.055755615234375, 0.2255859375, 0.04779052734375, 0.08837890625, 0.2275390625]]"
1240,1,1,23.32778235,38.17827623,"[[0.046142578125, 0.07598876953125, 0.1444091796875, 0.06085205078125, 0.11883544921875, 0.039215087890625, 0.12939453125, 0.08367919921875, 0.11932373046875, 0.18212890625]]"
1241,1,1,-3.963543189,55.485873,"[[0.09771728515625, 0.226806640625, 0.07073974609375, 0.06689453125, 0.0958251953125, 0.0770263671875, 0.044677734375, 0.202880859375, 0.06390380859375, 0.05340576171875]]"
1242,1,1,-1.684018759,38.96717398,"[[0.093994140625, 0.255859375, 0.071044921875, 0.06585693359375, 0.08856201171875, 0.0728759765625, 0.053741455078125, 0.1802978515625, 0.06103515625, 0.056793212890625]]"
1243,-1,-1,-3.722891632,55.37886929,"[[0.151611328125, 0.1640625, 0.050018310546875, 0.06536865234375, 0.097412109375, 0.1776123046875, 0.04229736328125, 0.13720703125, 0.058502197265625, 0.055938720703125]]"
1244,-1,1,-2.46662861,54.0045608,"[[0.18701171875, 0.065673828125, 0.041473388671875, 0.1580810546875, 0.0794677734375, 0.22509765625, 0.057403564453125, 0.061065673828125, 0.05975341796875, 0.0650634765625]]"
1245,1,1,6.791768917,44.21746239,"[[0.0477294921875, 0.052581787109375, 0.16064453125, 0.055023193359375, 0.1160888671875, 0.051177978515625, 0.13671875, 0.052337646484375, 0.14208984375, 0.185546875]]"
1246,1,1,32.73157322,34.6921076,"[[0.0927734375, 0.07049560546875, 0.0732421875, 0.295166015625, 0.07342529296875, 0.0928955078125, 0.06707763671875, 0.08538818359375, 0.093994140625, 0.05560302734375]]"
1247,1,1,22.14837932,37.09988916,"[[0.04180908203125, 0.061798095703125, 0.189208984375, 0.06884765625, 0.1126708984375, 0.051177978515625, 0.05389404296875, 0.07781982421875, 0.273193359375, 0.069580078125]]"
1248,1,1,-15.72358852,28.05558185,"[[0.177978515625, 0.0787353515625, 0.0386962890625, 0.06280517578125, 0.07855224609375, 0.314208984375, 0.061309814453125, 0.060455322265625, 0.05218505859375, 0.07501220703125]]"
1249,1,1,33.21760925,34.82984583,"[[0.09130859375, 0.2135009765625, 0.071533203125, 0.071533203125, 0.08837890625, 0.0755615234375, 0.04571533203125, 0.2236328125, 0.06640625, 0.0523681640625]]"
1250,1,1,-2.642083566,55.05957749,"[[0.1097412109375, 0.047943115234375, 0.06781005859375, 0.08563232421875, 0.109130859375, 0.10980224609375, 0.143798828125, 0.04144287109375, 0.06671142578125, 0.218017578125]]"
1251,-1,-1,11.55338865,47.17630781,"[[0.0439453125, 0.051483154296875, 0.1798095703125, 0.061553955078125, 0.12445068359375, 0.046661376953125, 0.1085205078125, 0.056488037109375, 0.176025390625, 0.1510009765625]]"
1252,1,1,-1.863292381,53.36033688,"[[0.1275634765625, 0.06591796875, 0.05767822265625, 0.24658203125, 0.08489990234375, 0.1380615234375, 0.0693359375, 0.0679931640625, 0.0733642578125, 0.068603515625]]"
1253,-1,1,11.35910347,47.01755388,"[[0.13671875, 0.158935546875, 0.062164306640625, 0.04547119140625, 0.1441650390625, 0.134765625, 0.04833984375, 0.1175537109375, 0.06451416015625, 0.0872802734375]]"
1254,1,1,11.10680314,47.12604799,"[[0.1903076171875, 0.07061767578125, 0.03582763671875, 0.0894775390625, 0.07440185546875, 0.30029296875, 0.06378173828125, 0.055206298828125, 0.048614501953125, 0.07147216796875]]"
1255,1,1,-2.662481144,54.85537301,"[[0.04669189453125, 0.048858642578125, 0.175048828125, 0.133056640625, 0.11309814453125, 0.054473876953125, 0.05596923828125, 0.06634521484375, 0.2413330078125, 0.06512451171875]]"
1256,1,1,-15.68406932,28.07925245,"[[0.0770263671875, 0.1307373046875, 0.0902099609375, 0.1531982421875, 0.07403564453125, 0.06658935546875, 0.048919677734375, 0.2110595703125, 0.1029052734375, 0.0452880859375]]"
1257,1,1,33.23178409,34.81224069,"[[0.05029296875, 0.050323486328125, 0.1583251953125, 0.106689453125, 0.1241455078125, 0.06488037109375, 0.0499267578125, 0.0675048828125, 0.260498046875, 0.06744384765625]]"
1258,1,1,-6.324341244,53.06279596,"[[0.038604736328125, 0.06390380859375, 0.2139892578125, 0.0748291015625, 0.10919189453125, 0.043792724609375, 0.048492431640625, 0.08441162109375, 0.263916015625, 0.058807373046875]]"
1259,1,1,33.21458104,35.16635944,"[[0.037261962890625, 0.07574462890625, 0.250244140625, 0.07220458984375, 0.11297607421875, 0.037078857421875, 0.061676025390625, 0.0941162109375, 0.1888427734375, 0.07000732421875]]"
1260,-1,1,-3.560409207,55.45082612,"[[0.1123046875, 0.2276611328125, 0.060211181640625, 0.0673828125, 0.08282470703125, 0.0888671875, 0.052398681640625, 0.1976318359375, 0.053466796875, 0.057281494140625]]"
1261,1,1,-3.818806686,55.52384184,"[[0.09893798828125, 0.114990234375, 0.07757568359375, 0.202392578125, 0.08251953125, 0.07879638671875, 0.054443359375, 0.1444091796875, 0.0899658203125, 0.055999755859375]]"
1262,1,1,-4.555879432,36.61172012,"[[0.042449951171875, 0.05792236328125, 0.161865234375, 0.0802001953125, 0.1072998046875, 0.03924560546875, 0.1563720703125, 0.0560302734375, 0.12371826171875, 0.1749267578125]]"
1263,1,1,-1.661511639,38.96691797,"[[0.1676025390625, 0.07049560546875, 0.041351318359375, 0.06451416015625, 0.07891845703125, 0.313720703125, 0.06695556640625, 0.057373046875, 0.05706787109375, 0.08209228515625]]"
1264,1,1,-4.321893758,36.75495239,"[[0.1044921875, 0.1351318359375, 0.078369140625, 0.10980224609375, 0.15673828125, 0.08233642578125, 0.05853271484375, 0.1123046875, 0.07635498046875, 0.0858154296875]]"
1265,-1,1,5.68980111,43.28327035,"[[0.2061767578125, 0.1240234375, 0.035980224609375, 0.05572509765625, 0.07672119140625, 0.2462158203125, 0.0626220703125, 0.0780029296875, 0.0394287109375, 0.07513427734375]]"
1266,-1,1,-4.356771473,36.81156755,"[[0.188232421875, 0.0682373046875, 0.04217529296875, 0.141845703125, 0.09356689453125, 0.2147216796875, 0.056915283203125, 0.0601806640625, 0.05780029296875, 0.07635498046875]]"
1267,-1,1,-6.436065238,53.02429125,"[[0.043609619140625, 0.0616455078125, 0.20068359375, 0.06298828125, 0.1337890625, 0.04998779296875, 0.053924560546875, 0.07720947265625, 0.2374267578125, 0.07867431640625]]"
1268,-1,1,-3.286070161,55.85341296,"[[0.07427978515625, 0.0635986328125, 0.11151123046875, 0.059967041015625, 0.1358642578125, 0.06982421875, 0.1348876953125, 0.055145263671875, 0.090087890625, 0.204833984375]]"
1269,1,1,5.237161623,43.61194224,"[[0.1920166015625, 0.0684814453125, 0.03814697265625, 0.07696533203125, 0.086181640625, 0.299560546875, 0.053863525390625, 0.056640625, 0.0538330078125, 0.07421875]]"
1270,1,1,22.08997051,37.10629924,"[[0.1890869140625, 0.0989990234375, 0.036590576171875, 0.058807373046875, 0.0767822265625, 0.294677734375, 0.0579833984375, 0.06884765625, 0.04766845703125, 0.070556640625]]"
1271,1,1,-3.953953797,40.51501931,"[[0.041748046875, 0.06298828125, 0.1883544921875, 0.0743408203125, 0.10101318359375, 0.051666259765625, 0.060150146484375, 0.07806396484375, 0.27197265625, 0.069580078125]]"
1272,1,1,22.54932117,39.83231767,"[[0.08197021484375, 0.24560546875, 0.07598876953125, 0.07720947265625, 0.08233642578125, 0.06268310546875, 0.05401611328125, 0.20556640625, 0.0638427734375, 0.050933837890625]]"
1273,-1,-1,24.96326443,35.21564827,"[[0.056640625, 0.1544189453125, 0.1192626953125, 0.1080322265625, 0.08782958984375, 0.0489501953125, 0.0401611328125, 0.21875, 0.125244140625, 0.040802001953125]]"
1274,-1,1,-1.585090872,39.03630173,"[[0.10638427734375, 0.1566162109375, 0.08892822265625, 0.0435791015625, 0.15234375, 0.09552001953125, 0.06536865234375, 0.10101318359375, 0.0755615234375, 0.11474609375]]"
1275,1,1,-3.570602637,55.44493925,"[[0.174072265625, 0.0770263671875, 0.0382080078125, 0.0693359375, 0.07550048828125, 0.3134765625, 0.0655517578125, 0.0589599609375, 0.053131103515625, 0.0748291015625]]"
1276,1,1,23.77194242,38.20605207,"[[0.173095703125, 0.08538818359375, 0.04071044921875, 0.0699462890625, 0.087158203125, 0.29833984375, 0.051055908203125, 0.07000732421875, 0.0574951171875, 0.0667724609375]]"
1277,-1,-1,-3.706981893,55.44141782,"[[0.1392822265625, 0.1339111328125, 0.06585693359375, 0.0562744140625, 0.129638671875, 0.1507568359375, 0.039825439453125, 0.1297607421875, 0.0799560546875, 0.07464599609375]]"
1278,-1,1,22.17135246,37.07029917,"[[0.1944580078125, 0.1329345703125, 0.044830322265625, 0.05279541015625, 0.09796142578125, 0.2156982421875, 0.04693603515625, 0.0921630859375, 0.050994873046875, 0.0711669921875]]"
1279,-1,1,22.54160245,39.82656857,"[[0.1376953125, 0.0623779296875, 0.050628662109375, 0.2017822265625, 0.0743408203125, 0.200439453125, 0.0732421875, 0.060760498046875, 0.07244873046875, 0.06634521484375]]"
1280,-1,1,22.41462509,39.90984196,"[[0.2120361328125, 0.1103515625, 0.0390625, 0.0919189453125, 0.09063720703125, 0.2125244140625, 0.0433349609375, 0.09234619140625, 0.047576904296875, 0.0601806640625]]"
1281,1,1,-4.856643326,36.8297384,"[[0.0374755859375, 0.0855712890625, 0.2435302734375, 0.0921630859375, 0.1041259765625, 0.033172607421875, 0.0679931640625, 0.1082763671875, 0.1611328125, 0.06658935546875]]"
1282,1,1,-0.641834472,41.59260976,"[[0.046295166015625, 0.062042236328125, 0.16845703125, 0.09521484375, 0.10552978515625, 0.059844970703125, 0.04248046875, 0.09173583984375, 0.27734375, 0.051116943359375]]"
1283,1,1,22.17040381,37.1055325,"[[0.115966796875, 0.0606689453125, 0.053802490234375, 0.047943115234375, 0.09161376953125, 0.137939453125, 0.166015625, 0.04486083984375, 0.051055908203125, 0.2301025390625]]"
1284,1,1,32.74574771,34.69800427,"[[0.07843017578125, 0.177734375, 0.085205078125, 0.101318359375, 0.07806396484375, 0.061920166015625, 0.050048828125, 0.240478515625, 0.07855224609375, 0.048248291015625]]"
1285,-1,1,-3.709458185,55.54914129,"[[0.21630859375, 0.098388671875, 0.035125732421875, 0.0634765625, 0.0877685546875, 0.2454833984375, 0.06268310546875, 0.06793212890625, 0.039276123046875, 0.08355712890625]]"
1286,1,1,-3.31703087,55.82997357,"[[0.1507568359375, 0.06793212890625, 0.047271728515625, 0.220458984375, 0.0762939453125, 0.1656494140625, 0.07318115234375, 0.06573486328125, 0.0611572265625, 0.071533203125]]"
1287,-1,-1,-0.638174391,38.37951837,"[[0.050750732421875, 0.1517333984375, 0.1492919921875, 0.10595703125, 0.08245849609375, 0.04339599609375, 0.04534912109375, 0.2042236328125, 0.12451171875, 0.042266845703125]]"
1288,1,1,5.690317095,43.29497013,"[[0.09478759765625, 0.1732177734375, 0.07415771484375, 0.11468505859375, 0.08660888671875, 0.0712890625, 0.049224853515625, 0.21875, 0.06591796875, 0.05126953125]]"
1289,1,1,-6.407153497,53.12266504,"[[0.08056640625, 0.06317138671875, 0.0994873046875, 0.27392578125, 0.080322265625, 0.0716552734375, 0.0633544921875, 0.08843994140625, 0.1195068359375, 0.05963134765625]]"
1290,1,1,32.87715532,34.76175416,"[[0.045745849609375, 0.06597900390625, 0.1739501953125, 0.0726318359375, 0.11346435546875, 0.057861328125, 0.047149658203125, 0.082275390625, 0.279052734375, 0.061798095703125]]"
1291,-1,1,22.54147169,39.82071837,"[[0.17041015625, 0.1636962890625, 0.042633056640625, 0.10296630859375, 0.08526611328125, 0.153564453125, 0.0606689453125, 0.11456298828125, 0.04083251953125, 0.0653076171875]]"
1292,1,1,32.7834716,34.7995936,"[[0.10736083984375, 0.05316162109375, 0.0552978515625, 0.058013916015625, 0.0911865234375, 0.12939453125, 0.185791015625, 0.041595458984375, 0.051422119140625, 0.226806640625]]"
1293,1,1,11.37593508,47.01135646,"[[0.1683349609375, 0.0760498046875, 0.042327880859375, 0.060577392578125, 0.08135986328125, 0.307861328125, 0.06341552734375, 0.060333251953125, 0.058135986328125, 0.08154296875]]"
1294,1,1,-3.785214154,37.69846867,"[[0.041717529296875, 0.055145263671875, 0.1807861328125, 0.10784912109375, 0.10516357421875, 0.0499267578125, 0.050048828125, 0.0780029296875, 0.273681640625, 0.05755615234375]]"
1295,1,1,-3.585190868,42.55398471,"[[0.109619140625, 0.176513671875, 0.0657958984375, 0.0810546875, 0.0845947265625, 0.10345458984375, 0.043212890625, 0.216064453125, 0.06988525390625, 0.04986572265625]]"
1296,1,1,-1.851844383,38.79047155,"[[0.1341552734375, 0.2362060546875, 0.05145263671875, 0.056854248046875, 0.0849609375, 0.1168212890625, 0.062408447265625, 0.1431884765625, 0.0462646484375, 0.067626953125]]"
1297,1,1,-5.675939346,37.69753333,"[[0.154052734375, 0.065673828125, 0.04345703125, 0.09771728515625, 0.082763671875, 0.29296875, 0.06591796875, 0.056732177734375, 0.066162109375, 0.07452392578125]]"
1298,-1,-1,-3.428509553,40.05636676,"[[0.050506591796875, 0.0509033203125, 0.1505126953125, 0.131103515625, 0.12286376953125, 0.048431396484375, 0.11871337890625, 0.05694580078125, 0.1331787109375, 0.1368408203125]]"
1299,-1,1,22.39147339,39.89255752,"[[0.05328369140625, 0.04840087890625, 0.09002685546875, 0.081787109375, 0.06768798828125, 0.055023193359375, 0.291015625, 0.042633056640625, 0.06878662109375, 0.2012939453125]]"
1300,1,1,-1.676407353,38.97294509,"[[0.03973388671875, 0.083984375, 0.191650390625, 0.09027099609375, 0.09454345703125, 0.04254150390625, 0.04296875, 0.1119384765625, 0.256591796875, 0.0457763671875]]"
1301,1,1,-3.514539616,40.17250953,"[[0.1654052734375, 0.07647705078125, 0.042266845703125, 0.0611572265625, 0.07904052734375, 0.309326171875, 0.06610107421875, 0.0609130859375, 0.057708740234375, 0.08154296875]]"
1302,1,1,-1.051516377,41.78908603,"[[0.07135009765625, 0.063232421875, 0.114990234375, 0.125732421875, 0.16796875, 0.08795166015625, 0.0604248046875, 0.068359375, 0.1463623046875, 0.09368896484375]]"
1303,1,1,-0.834768504,39.5111308,"[[0.078369140625, 0.2318115234375, 0.083251953125, 0.0894775390625, 0.07965087890625, 0.059478759765625, 0.06536865234375, 0.1915283203125, 0.06646728515625, 0.054595947265625]]"
1304,1,1,11.14892101,47.10771465,"[[0.07366943359375, 0.2406005859375, 0.08575439453125, 0.0753173828125, 0.0858154296875, 0.062469482421875, 0.049591064453125, 0.2000732421875, 0.07940673828125, 0.047271728515625]]"
1305,-1,1,-2.68258901,54.87295628,"[[0.03656005859375, 0.052703857421875, 0.234130859375, 0.09552001953125, 0.10406494140625, 0.038787841796875, 0.0616455078125, 0.07366943359375, 0.2347412109375, 0.06817626953125]]"
1306,1,1,-3.636276005,55.41191545,"[[0.052978515625, 0.107666015625, 0.138916015625, 0.13916015625, 0.08447265625, 0.04351806640625, 0.040252685546875, 0.1884765625, 0.1619873046875, 0.042510986328125]]"
1307,-1,-1,-1.683910376,38.97302996,"[[0.048004150390625, 0.0577392578125, 0.156494140625, 0.09881591796875, 0.10498046875, 0.04888916015625, 0.1585693359375, 0.057159423828125, 0.12103271484375, 0.1484375]]"
1308,1,1,-2.631539163,55.10042601,"[[0.1007080078125, 0.2432861328125, 0.06390380859375, 0.061920166015625, 0.0872802734375, 0.087158203125, 0.048828125, 0.195068359375, 0.05816650390625, 0.0535888671875]]"
1309,1,1,-5.771703916,37.70041197,"[[0.12017822265625, 0.2193603515625, 0.06219482421875, 0.06591796875, 0.09942626953125, 0.0985107421875, 0.0440673828125, 0.1796875, 0.055419921875, 0.05535888671875]]"
1310,1,1,11.51882587,47.17122394,"[[0.042572021484375, 0.05596923828125, 0.2099609375, 0.1470947265625, 0.09637451171875, 0.044189453125, 0.0609130859375, 0.07989501953125, 0.20361328125, 0.059539794921875]]"
1311,1,1,-2.05928883,39.01784272,"[[0.045257568359375, 0.054840087890625, 0.1778564453125, 0.08782958984375, 0.1080322265625, 0.056915283203125, 0.052032470703125, 0.07373046875, 0.280517578125, 0.06298828125]]"
1312,1,1,-1.776286761,39.11473557,"[[0.07257080078125, 0.1920166015625, 0.10357666015625, 0.0791015625, 0.09429931640625, 0.053466796875, 0.041778564453125, 0.2230224609375, 0.08892822265625, 0.051177978515625]]"
1313,-1,1,23.35149121,38.18651274,"[[0.03741455078125, 0.061431884765625, 0.234375, 0.07904052734375, 0.1114501953125, 0.03973388671875, 0.05328369140625, 0.08172607421875, 0.23828125, 0.0633544921875]]"
1314,1,1,-3.512009873,55.75145981,"[[0.17041015625, 0.07635498046875, 0.040374755859375, 0.060546875, 0.07806396484375, 0.313232421875, 0.06689453125, 0.05853271484375, 0.05450439453125, 0.08111572265625]]"
1315,1,1,-1.102921567,41.82164848,"[[0.127685546875, 0.07550048828125, 0.0589599609375, 0.256103515625, 0.08056640625, 0.12890625, 0.05609130859375, 0.08203125, 0.0797119140625, 0.05450439453125]]"
1316,1,1,-6.289702279,53.11093712,"[[0.0728759765625, 0.131591796875, 0.089599609375, 0.2122802734375, 0.083740234375, 0.0579833984375, 0.052703857421875, 0.1612548828125, 0.0919189453125, 0.046112060546875]]"
1317,1,1,32.8642042,35.06947761,"[[0.043121337890625, 0.07952880859375, 0.2230224609375, 0.062103271484375, 0.12054443359375, 0.047271728515625, 0.05120849609375, 0.093994140625, 0.21337890625, 0.06573486328125]]"
1318,1,1,-3.943118125,55.49187476,"[[0.08026123046875, 0.1063232421875, 0.1124267578125, 0.0733642578125, 0.1900634765625, 0.07183837890625, 0.050140380859375, 0.11029052734375, 0.11480712890625, 0.09039306640625]]"
1319,1,1,-3.592555734,55.53827075,"[[0.08502197265625, 0.06024169921875, 0.06494140625, 0.04718017578125, 0.084716796875, 0.10418701171875, 0.2130126953125, 0.0465087890625, 0.05694580078125, 0.2371826171875]]"
1320,1,1,22.1556908,37.09981812,"[[0.051513671875, 0.059967041015625, 0.1695556640625, 0.0714111328125, 0.1285400390625, 0.062744140625, 0.04827880859375, 0.0767822265625, 0.26123046875, 0.06988525390625]]"
1321,1,1,33.18443245,34.78942499,"[[0.1844482421875, 0.069091796875, 0.037109375, 0.0738525390625, 0.07843017578125, 0.310546875, 0.063720703125, 0.054931640625, 0.050262451171875, 0.0777587890625]]"
1322,1,1,-3.704586762,55.33384091,"[[0.1619873046875, 0.06500244140625, 0.04266357421875, 0.08978271484375, 0.0809326171875, 0.30078125, 0.0634765625, 0.057647705078125, 0.06317138671875, 0.07464599609375]]"
